AssetID,ClientID,AssetName,AssetType,AssetEnvironment,AssetBusinessCriticality,AssetIPAddressOrHostname,AssetStatus
6199,161,WOR-161-06199,Workstation,Staging,Medium,10.161.24.55,Planned
6200,4,ROU-004-06200,Router,Test,High,10.4.24.56,Active
6201,171,WOR-171-06201,Workstation,Test,Low,WOR-171-06201,Retired
6202,88,FIR-088-06202,Firewall,Test,Low,10.88.24.58,Active
6203,117,WOR-117-06203,Workstation,Test,Medium,10.117.24.59,Retired
6204,62,CLO-062-06204,CloudVM,Dev,Low,10.62.24.60,Retired
6205,146,WEB-146-06205,WebApp,Test,High,WEB-146-06205,Active
6206,158,DAT-158-06206,Database,Dev,Medium,DAT-158-06206,Active
6207,134,SWI-134-06207,Switch,Test,Low,10.134.24.63,Active
6208,197,DAT-197-06208,Database,Prod,High,DAT-197-06208,Active
6209,57,ROU-057-06209,Router,Prod,Medium,ROU-057-06209,Active
6210,155,SER-155-06210,Server,Dev,Low,10.155.24.66,Active
6211,22,WEB-022-06211,WebApp,Dev,Low,WEB-022-06211,Active
6212,173,SER-173-06212,Server,Staging,Low,10.173.24.68,Active
6213,200,CLO-200-06213,CloudVM,Staging,Low,CLO-200-06213,Active
6214,92,WOR-092-06214,Workstation,Test,High,10.92.24.70,Active
6215,69,DAT-069-06215,Database,Test,Medium,DAT-069-06215,Active
6216,106,FIR-106-06216,Firewall,Staging,Medium,10.106.24.72,Planned
6217,56,FIR-056-06217,Firewall,Test,Medium,10.56.24.73,Active
6218,19,SER-019-06218,Server,Test,Low,SER-019-06218,Active
6219,169,CLO-169-06219,CloudVM,Staging,High,10.169.24.75,Active
6220,147,ROU-147-06220,Router,Dev,Medium,10.147.24.76,Active
6221,81,WEB-081-06221,WebApp,Prod,Low,10.81.24.77,Active
6222,38,SWI-038-06222,Switch,Staging,Medium,10.38.24.78,Active
6223,19,WOR-019-06223,Workstation,Staging,Low,WOR-019-06223,Retired
6224,101,CLO-101-06224,CloudVM,Prod,High,10.101.24.80,Active
6225,109,FIR-109-06225,Firewall,Dev,Medium,10.109.24.81,Active
6226,119,DAT-119-06226,Database,Prod,High,DAT-119-06226,Planned
6227,143,SWI-143-06227,Switch,Test,High,SWI-143-06227,Active
6228,4,SER-004-06228,Server,Dev,Medium,10.4.24.84,Planned
6229,9,FIR-009-06229,Firewall,Test,Low,FIR-009-06229,Planned
6230,164,FIR-164-06230,Firewall,Staging,High,10.164.24.86,Active
6231,44,WOR-044-06231,Workstation,Prod,Medium,10.44.24.87,Active
6232,134,ROU-134-06232,Router,Prod,High,10.134.24.88,Active
6233,59,DAT-059-06233,Database,Dev,Medium,10.59.24.89,Active
6234,39,FIR-039-06234,Firewall,Prod,Medium,FIR-039-06234,Active
6235,17,CLO-017-06235,CloudVM,Prod,Low,CLO-017-06235,Planned
6236,140,CLO-140-06236,CloudVM,Dev,Low,CLO-140-06236,Active
6237,175,FIR-175-06237,Firewall,Staging,Low,10.175.24.93,Active
6238,196,ROU-196-06238,Router,Staging,Medium,ROU-196-06238,Active
6239,160,WEB-160-06239,WebApp,Dev,Medium,WEB-160-06239,Active
6240,182,SER-182-06240,Server,Prod,Medium,10.182.24.96,Active
6241,9,WOR-009-06241,Workstation,Dev,Low,10.9.24.97,Active
6242,66,FIR-066-06242,Firewall,Test,Medium,10.66.24.98,Active
6243,54,SER-054-06243,Server,Prod,High,10.54.24.99,Active
6244,116,FIR-116-06244,Firewall,Test,High,FIR-116-06244,Active
6245,40,ROU-040-06245,Router,Prod,Low,10.40.24.101,Active
6246,172,SWI-172-06246,Switch,Test,Low,SWI-172-06246,Active
6247,117,WEB-117-06247,WebApp,Test,Low,WEB-117-06247,Active
6248,112,FIR-112-06248,Firewall,Prod,Low,FIR-112-06248,Active
6249,107,DAT-107-06249,Database,Test,High,10.107.24.105,Active
6250,110,DAT-110-06250,Database,Staging,Low,10.110.24.106,Active
6251,3,ROU-003-06251,Router,Test,High,ROU-003-06251,Active
6252,72,SWI-072-06252,Switch,Prod,High,SWI-072-06252,Active
6253,112,DAT-112-06253,Database,Dev,Low,10.112.24.109,Active
6254,8,SWI-008-06254,Switch,Dev,Low,SWI-008-06254,Active
6255,8,WOR-008-06255,Workstation,Dev,Low,10.8.24.111,Active
6256,126,DAT-126-06256,Database,Dev,High,10.126.24.112,Active
6257,106,FIR-106-06257,Firewall,Prod,Low,FIR-106-06257,Retired
6258,25,WOR-025-06258,Workstation,Dev,High,WOR-025-06258,Active
6259,5,DAT-005-06259,Database,Staging,High,10.5.24.115,Active
6260,198,ROU-198-06260,Router,Prod,Medium,10.198.24.116,Active
6261,182,WEB-182-06261,WebApp,Dev,High,10.182.24.117,Active
6262,179,FIR-179-06262,Firewall,Test,Low,10.179.24.118,Retired
6263,142,SER-142-06263,Server,Dev,Low,10.142.24.119,Active
6264,50,CLO-050-06264,CloudVM,Staging,Low,CLO-050-06264,Planned
6265,90,SWI-090-06265,Switch,Prod,Low,10.90.24.121,Active
6266,79,CLO-079-06266,CloudVM,Staging,High,10.79.24.122,Active
6267,192,ROU-192-06267,Router,Dev,High,10.192.24.123,Active
6268,23,WOR-023-06268,Workstation,Dev,High,10.23.24.124,Active
6269,82,DAT-082-06269,Database,Test,Medium,10.82.24.125,Active
6270,140,FIR-140-06270,Firewall,Staging,High,FIR-140-06270,Active
6271,114,SWI-114-06271,Switch,Prod,High,SWI-114-06271,Active
6272,92,SER-092-06272,Server,Staging,High,10.92.24.128,Active
6273,111,WOR-111-06273,Workstation,Dev,High,WOR-111-06273,Retired
6274,57,WEB-057-06274,WebApp,Dev,Low,10.57.24.130,Active
6275,170,WEB-170-06275,WebApp,Test,High,WEB-170-06275,Active
6276,91,DAT-091-06276,Database,Staging,Medium,10.91.24.132,Active
6277,154,WOR-154-06277,Workstation,Prod,Low,WOR-154-06277,Active
6278,115,ROU-115-06278,Router,Prod,Low,ROU-115-06278,Active
6279,85,CLO-085-06279,CloudVM,Staging,High,10.85.24.135,Active
6280,65,WEB-065-06280,WebApp,Prod,High,10.65.24.136,Retired
6281,1,WEB-001-06281,WebApp,Staging,High,10.1.24.137,Active
6282,28,WEB-028-06282,WebApp,Test,High,WEB-028-06282,Active
6283,53,ROU-053-06283,Router,Staging,Low,10.53.24.139,Active
6284,199,DAT-199-06284,Database,Prod,High,10.199.24.140,Active
6285,51,SWI-051-06285,Switch,Staging,Medium,10.51.24.141,Active
6286,19,FIR-019-06286,Firewall,Test,High,10.19.24.142,Active
6287,127,SWI-127-06287,Switch,Staging,High,10.127.24.143,Active
6288,192,ROU-192-06288,Router,Staging,Low,10.192.24.144,Retired
6289,153,FIR-153-06289,Firewall,Staging,High,10.153.24.145,Active
6290,85,DAT-085-06290,Database,Prod,High,DAT-085-06290,Active
6291,174,CLO-174-06291,CloudVM,Dev,High,10.174.24.147,Active
6292,188,DAT-188-06292,Database,Prod,Low,10.188.24.148,Active
6293,67,ROU-067-06293,Router,Staging,Medium,10.67.24.149,Active
6294,14,SER-014-06294,Server,Prod,Medium,SER-014-06294,Active
6295,151,SWI-151-06295,Switch,Dev,Medium,SWI-151-06295,Active
6296,176,SWI-176-06296,Switch,Dev,Medium,SWI-176-06296,Retired
6297,12,CLO-012-06297,CloudVM,Staging,Low,10.12.24.153,Retired
6298,44,DAT-044-06298,Database,Test,Medium,10.44.24.154,Active
6299,88,SWI-088-06299,Switch,Test,Medium,10.88.24.155,Retired
6300,91,WOR-091-06300,Workstation,Staging,High,10.91.24.156,Active
6301,188,SWI-188-06301,Switch,Test,Medium,10.188.24.157,Active
6302,132,ROU-132-06302,Router,Dev,Low,10.132.24.158,Planned
6303,146,SER-146-06303,Server,Staging,Low,10.146.24.159,Active
6304,147,DAT-147-06304,Database,Dev,Low,10.147.24.160,Active
6305,116,ROU-116-06305,Router,Staging,Medium,10.116.24.161,Active
6306,142,WOR-142-06306,Workstation,Staging,Medium,10.142.24.162,Active
6307,56,SWI-056-06307,Switch,Prod,Medium,10.56.24.163,Planned
6308,178,ROU-178-06308,Router,Prod,Medium,10.178.24.164,Active
6309,26,CLO-026-06309,CloudVM,Staging,Medium,CLO-026-06309,Active
6310,176,ROU-176-06310,Router,Dev,Low,ROU-176-06310,Active
6311,161,SER-161-06311,Server,Staging,Low,10.161.24.167,Active
6312,100,FIR-100-06312,Firewall,Test,High,FIR-100-06312,Active
6313,183,WEB-183-06313,WebApp,Dev,High,WEB-183-06313,Active
6314,49,DAT-049-06314,Database,Dev,High,10.49.24.170,Active
6315,86,SER-086-06315,Server,Test,High,SER-086-06315,Active
6316,36,DAT-036-06316,Database,Dev,High,DAT-036-06316,Retired
6317,61,WEB-061-06317,WebApp,Dev,High,WEB-061-06317,Active
6318,116,FIR-116-06318,Firewall,Dev,Low,10.116.24.174,Active
6319,49,FIR-049-06319,Firewall,Test,High,FIR-049-06319,Active
6320,125,WOR-125-06320,Workstation,Dev,Medium,10.125.24.176,Retired
6321,85,SER-085-06321,Server,Test,Low,SER-085-06321,Retired
6322,95,WEB-095-06322,WebApp,Staging,High,10.95.24.178,Active
6323,39,SER-039-06323,Server,Prod,Medium,SER-039-06323,Active
6324,65,WOR-065-06324,Workstation,Test,Medium,10.65.24.180,Active
6325,68,WEB-068-06325,WebApp,Dev,Medium,10.68.24.181,Active
6326,29,FIR-029-06326,Firewall,Prod,Low,10.29.24.182,Active
6327,170,WOR-170-06327,Workstation,Test,Medium,10.170.24.183,Active
6328,194,SER-194-06328,Server,Staging,Medium,SER-194-06328,Retired
6329,189,DAT-189-06329,Database,Prod,High,DAT-189-06329,Active
6330,39,ROU-039-06330,Router,Prod,Medium,ROU-039-06330,Retired
6331,73,DAT-073-06331,Database,Dev,High,10.73.24.187,Active
6332,66,WEB-066-06332,WebApp,Dev,Medium,10.66.24.188,Active
6333,88,WEB-088-06333,WebApp,Prod,High,10.88.24.189,Active
6334,55,WEB-055-06334,WebApp,Staging,High,10.55.24.190,Active
6335,125,SWI-125-06335,Switch,Test,High,10.125.24.191,Active
6336,125,DAT-125-06336,Database,Test,Low,10.125.24.192,Retired
6337,16,SWI-016-06337,Switch,Staging,High,SWI-016-06337,Retired
6338,46,ROU-046-06338,Router,Staging,Low,ROU-046-06338,Retired
6339,170,FIR-170-06339,Firewall,Staging,Low,FIR-170-06339,Active
6340,176,FIR-176-06340,Firewall,Test,High,10.176.24.196,Retired
6341,96,WEB-096-06341,WebApp,Prod,Medium,WEB-096-06341,Active
6342,198,SER-198-06342,Server,Staging,Low,10.198.24.198,Active
6343,119,SER-119-06343,Server,Prod,Medium,10.119.24.199,Active
6344,45,SER-045-06344,Server,Prod,High,10.45.24.200,Active
6345,54,SWI-054-06345,Switch,Dev,Low,SWI-054-06345,Active
6346,112,CLO-112-06346,CloudVM,Test,High,CLO-112-06346,Active
6347,187,WOR-187-06347,Workstation,Test,Low,WOR-187-06347,Planned
6348,176,ROU-176-06348,Router,Prod,Low,10.176.24.204,Active
6349,148,DAT-148-06349,Database,Test,High,DAT-148-06349,Active
6350,87,ROU-087-06350,Router,Prod,Medium,ROU-087-06350,Planned
6351,45,DAT-045-06351,Database,Prod,High,10.45.24.207,Active
6352,33,FIR-033-06352,Firewall,Test,Low,10.33.24.208,Retired
6353,192,SWI-192-06353,Switch,Test,Medium,10.192.24.209,Active
6354,81,SWI-081-06354,Switch,Dev,Medium,10.81.24.210,Active
6355,138,CLO-138-06355,CloudVM,Test,Low,10.138.24.211,Active
6356,16,DAT-016-06356,Database,Test,High,DAT-016-06356,Active
6357,170,SER-170-06357,Server,Prod,High,10.170.24.213,Active
6358,148,SER-148-06358,Server,Dev,Medium,10.148.24.214,Active
6359,108,WEB-108-06359,WebApp,Dev,High,10.108.24.215,Active
6360,70,CLO-070-06360,CloudVM,Staging,High,10.70.24.216,Retired
6361,107,SER-107-06361,Server,Staging,Medium,10.107.24.217,Active
6362,178,SWI-178-06362,Switch,Dev,High,SWI-178-06362,Active
6363,56,CLO-056-06363,CloudVM,Staging,Low,CLO-056-06363,Active
6364,127,SWI-127-06364,Switch,Prod,Medium,SWI-127-06364,Active
6365,179,SWI-179-06365,Switch,Staging,Medium,10.179.24.221,Active
6366,118,SER-118-06366,Server,Staging,High,SER-118-06366,Planned
6367,158,CLO-158-06367,CloudVM,Test,Low,CLO-158-06367,Active
6368,103,SER-103-06368,Server,Test,Low,10.103.24.224,Active
6369,38,DAT-038-06369,Database,Prod,Low,10.38.24.225,Active
6370,97,SWI-097-06370,Switch,Prod,Medium,SWI-097-06370,Active
6371,88,ROU-088-06371,Router,Staging,High,10.88.24.227,Retired
6372,109,SER-109-06372,Server,Dev,Medium,10.109.24.228,Active
6373,102,SER-102-06373,Server,Test,High,10.102.24.229,Active
6374,165,DAT-165-06374,Database,Staging,Medium,10.165.24.230,Active
6375,148,WEB-148-06375,WebApp,Prod,High,10.148.24.231,Active
6376,135,ROU-135-06376,Router,Prod,High,10.135.24.232,Active
6377,68,FIR-068-06377,Firewall,Dev,High,10.68.24.233,Active
6378,173,SWI-173-06378,Switch,Prod,Medium,10.173.24.234,Retired
6379,22,WOR-022-06379,Workstation,Dev,Low,WOR-022-06379,Retired
6380,113,SER-113-06380,Server,Prod,Medium,SER-113-06380,Active
6381,132,DAT-132-06381,Database,Staging,High,DAT-132-06381,Active
6382,11,CLO-011-06382,CloudVM,Staging,Low,CLO-011-06382,Active
6383,15,CLO-015-06383,CloudVM,Dev,High,CLO-015-06383,Planned
6384,58,DAT-058-06384,Database,Dev,Low,10.58.24.240,Planned
6385,98,CLO-098-06385,CloudVM,Test,Low,10.98.24.241,Retired
6386,106,WOR-106-06386,Workstation,Prod,Medium,10.106.24.242,Active
6387,24,SER-024-06387,Server,Prod,High,10.24.24.243,Active
6388,14,WOR-014-06388,Workstation,Staging,Low,10.14.24.244,Retired
6389,8,FIR-008-06389,Firewall,Prod,Medium,FIR-008-06389,Active
6390,90,SWI-090-06390,Switch,Staging,High,10.90.24.246,Active
6391,161,ROU-161-06391,Router,Test,High,ROU-161-06391,Active
6392,173,FIR-173-06392,Firewall,Staging,Medium,10.173.24.248,Active
6393,155,CLO-155-06393,CloudVM,Dev,Low,10.155.24.249,Active
6394,178,WEB-178-06394,WebApp,Test,Low,10.178.24.250,Active
6395,153,CLO-153-06395,CloudVM,Dev,Medium,10.153.24.251,Active
6396,43,WEB-043-06396,WebApp,Test,Medium,10.43.24.252,Retired
6397,175,SWI-175-06397,Switch,Test,High,SWI-175-06397,Active
6398,104,SWI-104-06398,Switch,Prod,Medium,10.104.24.254,Active
6399,55,CLO-055-06399,CloudVM,Dev,High,10.55.24.255,Active
6400,175,WEB-175-06400,WebApp,Prod,High,WEB-175-06400,Active
6401,200,ROU-200-06401,Router,Staging,Medium,10.200.25.1,Active
6402,102,CLO-102-06402,CloudVM,Staging,Low,CLO-102-06402,Active
6403,174,DAT-174-06403,Database,Prod,Low,DAT-174-06403,Active
6404,128,WOR-128-06404,Workstation,Staging,Medium,10.128.25.4,Active
6405,12,WEB-012-06405,WebApp,Dev,Low,10.12.25.5,Planned
6406,133,WOR-133-06406,Workstation,Dev,Medium,10.133.25.6,Active
6407,9,SER-009-06407,Server,Test,Medium,10.9.25.7,Active
6408,44,SWI-044-06408,Switch,Prod,Low,SWI-044-06408,Active
6409,66,SWI-066-06409,Switch,Dev,High,10.66.25.9,Retired
6410,148,DAT-148-06410,Database,Test,High,DAT-148-06410,Active
6411,196,ROU-196-06411,Router,Dev,High,10.196.25.11,Retired
6412,189,WOR-189-06412,Workstation,Prod,High,WOR-189-06412,Retired
6413,15,WEB-015-06413,WebApp,Prod,Low,WEB-015-06413,Retired
6414,174,DAT-174-06414,Database,Dev,Low,DAT-174-06414,Retired
6415,43,WOR-043-06415,Workstation,Test,Medium,10.43.25.15,Active
6416,106,WOR-106-06416,Workstation,Test,High,10.106.25.16,Active
6417,117,ROU-117-06417,Router,Dev,Low,10.117.25.17,Planned
6418,137,SER-137-06418,Server,Prod,High,SER-137-06418,Active
6419,108,SWI-108-06419,Switch,Test,Medium,10.108.25.19,Active
6420,127,FIR-127-06420,Firewall,Prod,Medium,10.127.25.20,Active
6421,76,FIR-076-06421,Firewall,Staging,Low,10.76.25.21,Active
6422,184,FIR-184-06422,Firewall,Prod,Medium,10.184.25.22,Retired
6423,175,SWI-175-06423,Switch,Dev,Medium,SWI-175-06423,Active
6424,2,SWI-002-06424,Switch,Test,Low,SWI-002-06424,Active
6425,117,WOR-117-06425,Workstation,Staging,Low,10.117.25.25,Planned
6426,65,CLO-065-06426,CloudVM,Test,High,CLO-065-06426,Retired
6427,21,CLO-021-06427,CloudVM,Test,Medium,CLO-021-06427,Active
6428,13,SWI-013-06428,Switch,Dev,High,10.13.25.28,Active
6429,47,DAT-047-06429,Database,Staging,Medium,10.47.25.29,Active
6430,129,CLO-129-06430,CloudVM,Staging,Medium,CLO-129-06430,Active
6431,72,WEB-072-06431,WebApp,Dev,Medium,10.72.25.31,Active
6432,18,ROU-018-06432,Router,Dev,High,ROU-018-06432,Active
6433,157,FIR-157-06433,Firewall,Test,Medium,10.157.25.33,Active
6434,1,WEB-001-06434,WebApp,Staging,High,10.1.25.34,Active
6435,86,WOR-086-06435,Workstation,Test,Medium,WOR-086-06435,Active
6436,64,SER-064-06436,Server,Prod,High,10.64.25.36,Active
6437,136,SWI-136-06437,Switch,Dev,Medium,10.136.25.37,Active
6438,109,WEB-109-06438,WebApp,Staging,High,10.109.25.38,Active
6439,18,WEB-018-06439,WebApp,Staging,Low,10.18.25.39,Active
6440,35,FIR-035-06440,Firewall,Test,High,10.35.25.40,Active
6441,120,SER-120-06441,Server,Staging,Medium,10.120.25.41,Active
6442,133,SER-133-06442,Server,Dev,High,SER-133-06442,Planned
6443,9,FIR-009-06443,Firewall,Test,Medium,10.9.25.43,Active
6444,77,ROU-077-06444,Router,Test,High,ROU-077-06444,Active
6445,113,FIR-113-06445,Firewall,Staging,High,10.113.25.45,Active
6446,163,FIR-163-06446,Firewall,Dev,Medium,10.163.25.46,Retired
6447,91,DAT-091-06447,Database,Test,High,10.91.25.47,Active
6448,27,FIR-027-06448,Firewall,Prod,High,10.27.25.48,Active
6449,4,CLO-004-06449,CloudVM,Test,Low,10.4.25.49,Active
6450,139,SER-139-06450,Server,Staging,Medium,SER-139-06450,Active
6451,179,SWI-179-06451,Switch,Dev,Low,10.179.25.51,Retired
6452,85,DAT-085-06452,Database,Staging,High,DAT-085-06452,Active
6453,84,SWI-084-06453,Switch,Prod,Low,10.84.25.53,Active
6454,43,FIR-043-06454,Firewall,Dev,High,FIR-043-06454,Active
6455,44,DAT-044-06455,Database,Staging,Low,DAT-044-06455,Active
6456,81,SWI-081-06456,Switch,Staging,Low,10.81.25.56,Active
6457,156,SWI-156-06457,Switch,Test,Low,10.156.25.57,Active
6458,41,SWI-041-06458,Switch,Staging,High,SWI-041-06458,Active
6459,12,ROU-012-06459,Router,Prod,Low,ROU-012-06459,Active
6460,173,FIR-173-06460,Firewall,Staging,High,10.173.25.60,Active
6461,194,FIR-194-06461,Firewall,Test,Low,FIR-194-06461,Planned
6462,5,ROU-005-06462,Router,Staging,Medium,10.5.25.62,Active
6463,76,FIR-076-06463,Firewall,Staging,Low,10.76.25.63,Retired
6464,100,FIR-100-06464,Firewall,Staging,Low,10.100.25.64,Active
6465,200,WEB-200-06465,WebApp,Test,Medium,WEB-200-06465,Planned
6466,119,DAT-119-06466,Database,Prod,Low,DAT-119-06466,Active
6467,2,CLO-002-06467,CloudVM,Staging,Low,CLO-002-06467,Active
6468,69,CLO-069-06468,CloudVM,Prod,Low,CLO-069-06468,Retired
6469,47,ROU-047-06469,Router,Test,Medium,10.47.25.69,Active
6470,89,WEB-089-06470,WebApp,Staging,High,WEB-089-06470,Active
6471,109,FIR-109-06471,Firewall,Test,Low,FIR-109-06471,Active
6472,116,CLO-116-06472,CloudVM,Prod,High,CLO-116-06472,Active
6473,55,WEB-055-06473,WebApp,Dev,Low,10.55.25.73,Active
6474,56,SER-056-06474,Server,Test,Medium,SER-056-06474,Active
6475,163,FIR-163-06475,Firewall,Test,Low,FIR-163-06475,Active
6476,115,SER-115-06476,Server,Dev,Low,SER-115-06476,Active
6477,66,SER-066-06477,Server,Test,Medium,SER-066-06477,Active
6478,75,DAT-075-06478,Database,Test,Low,10.75.25.78,Active
6479,118,SER-118-06479,Server,Dev,High,SER-118-06479,Active
6480,123,WOR-123-06480,Workstation,Dev,Low,10.123.25.80,Planned
6481,74,DAT-074-06481,Database,Staging,High,10.74.25.81,Active
6482,88,DAT-088-06482,Database,Prod,Medium,10.88.25.82,Active
6483,72,SWI-072-06483,Switch,Staging,Medium,10.72.25.83,Active
6484,54,FIR-054-06484,Firewall,Test,Low,10.54.25.84,Active
6485,177,FIR-177-06485,Firewall,Dev,Low,10.177.25.85,Active
6486,91,CLO-091-06486,CloudVM,Staging,High,CLO-091-06486,Active
6487,109,FIR-109-06487,Firewall,Test,Low,10.109.25.87,Active
6488,81,SWI-081-06488,Switch,Test,Medium,SWI-081-06488,Active
6489,125,DAT-125-06489,Database,Prod,Low,10.125.25.89,Active
6490,83,ROU-083-06490,Router,Prod,High,ROU-083-06490,Active
6491,184,SER-184-06491,Server,Test,High,10.184.25.91,Active
6492,8,WOR-008-06492,Workstation,Test,Low,10.8.25.92,Active
6493,128,WOR-128-06493,Workstation,Staging,High,10.128.25.93,Retired
6494,64,WEB-064-06494,WebApp,Staging,Low,10.64.25.94,Active
6495,83,WOR-083-06495,Workstation,Prod,Low,10.83.25.95,Active
6496,30,WEB-030-06496,WebApp,Test,High,10.30.25.96,Active
6497,51,WEB-051-06497,WebApp,Staging,Medium,WEB-051-06497,Active
6498,163,CLO-163-06498,CloudVM,Staging,High,10.163.25.98,Active
6499,118,WOR-118-06499,Workstation,Dev,Medium,WOR-118-06499,Active
6500,111,WEB-111-06500,WebApp,Staging,Low,10.111.25.100,Active
6501,171,SWI-171-06501,Switch,Dev,Medium,SWI-171-06501,Active
6502,88,WEB-088-06502,WebApp,Dev,High,10.88.25.102,Active
6503,83,ROU-083-06503,Router,Staging,High,10.83.25.103,Active
6504,162,WOR-162-06504,Workstation,Staging,High,WOR-162-06504,Active
6505,94,SWI-094-06505,Switch,Prod,Low,SWI-094-06505,Active
6506,89,FIR-089-06506,Firewall,Dev,High,10.89.25.106,Active
6507,170,WEB-170-06507,WebApp,Test,High,10.170.25.107,Active
6508,172,FIR-172-06508,Firewall,Prod,Medium,10.172.25.108,Active
6509,25,WOR-025-06509,Workstation,Test,High,WOR-025-06509,Retired
6510,96,CLO-096-06510,CloudVM,Dev,Low,CLO-096-06510,Active
6511,39,SER-039-06511,Server,Test,High,10.39.25.111,Active
6512,171,FIR-171-06512,Firewall,Staging,Low,FIR-171-06512,Active
6513,160,SWI-160-06513,Switch,Staging,High,SWI-160-06513,Retired
6514,188,FIR-188-06514,Firewall,Dev,High,FIR-188-06514,Active
6515,187,WEB-187-06515,WebApp,Test,High,10.187.25.115,Active
6516,24,FIR-024-06516,Firewall,Dev,Medium,FIR-024-06516,Active
6517,180,FIR-180-06517,Firewall,Test,Medium,FIR-180-06517,Active
6518,165,SER-165-06518,Server,Dev,High,SER-165-06518,Active
6519,184,WOR-184-06519,Workstation,Prod,Medium,10.184.25.119,Active
6520,169,FIR-169-06520,Firewall,Dev,Medium,10.169.25.120,Active
6521,150,SER-150-06521,Server,Prod,Medium,10.150.25.121,Active
6522,123,SWI-123-06522,Switch,Prod,High,10.123.25.122,Retired
6523,168,ROU-168-06523,Router,Test,Medium,ROU-168-06523,Active
6524,3,WOR-003-06524,Workstation,Prod,High,WOR-003-06524,Active
6525,78,ROU-078-06525,Router,Dev,Low,10.78.25.125,Active
6526,122,WOR-122-06526,Workstation,Test,High,10.122.25.126,Active
6527,176,DAT-176-06527,Database,Test,Medium,10.176.25.127,Active
6528,107,WOR-107-06528,Workstation,Test,Medium,WOR-107-06528,Active
6529,33,WOR-033-06529,Workstation,Prod,High,WOR-033-06529,Active
6530,43,WOR-043-06530,Workstation,Test,Low,WOR-043-06530,Active
6531,58,SER-058-06531,Server,Prod,Medium,10.58.25.131,Active
6532,79,SER-079-06532,Server,Test,Low,10.79.25.132,Active
6533,155,SER-155-06533,Server,Prod,Low,SER-155-06533,Active
6534,106,SWI-106-06534,Switch,Dev,High,SWI-106-06534,Active
6535,147,WOR-147-06535,Workstation,Prod,Low,WOR-147-06535,Active
6536,172,ROU-172-06536,Router,Test,Medium,ROU-172-06536,Active
6537,144,ROU-144-06537,Router,Prod,Medium,10.144.25.137,Active
6538,60,DAT-060-06538,Database,Staging,Medium,DAT-060-06538,Active
6539,77,WOR-077-06539,Workstation,Staging,High,WOR-077-06539,Active
6540,168,ROU-168-06540,Router,Prod,Low,ROU-168-06540,Active
6541,130,CLO-130-06541,CloudVM,Dev,High,CLO-130-06541,Active
6542,8,WOR-008-06542,Workstation,Test,Low,WOR-008-06542,Retired
6543,41,SER-041-06543,Server,Test,Medium,10.41.25.143,Active
6544,68,WEB-068-06544,WebApp,Staging,High,10.68.25.144,Active
6545,20,SWI-020-06545,Switch,Staging,Medium,SWI-020-06545,Active
6546,184,CLO-184-06546,CloudVM,Staging,Medium,10.184.25.146,Active
6547,40,WEB-040-06547,WebApp,Staging,High,WEB-040-06547,Active
6548,97,ROU-097-06548,Router,Prod,Medium,ROU-097-06548,Active
6549,51,CLO-051-06549,CloudVM,Prod,High,10.51.25.149,Active
6550,172,SER-172-06550,Server,Dev,Low,10.172.25.150,Active
6551,8,ROU-008-06551,Router,Staging,High,ROU-008-06551,Active
6552,103,CLO-103-06552,CloudVM,Prod,High,CLO-103-06552,Active
6553,156,SWI-156-06553,Switch,Staging,Low,10.156.25.153,Active
6554,102,DAT-102-06554,Database,Test,Low,DAT-102-06554,Active
6555,197,ROU-197-06555,Router,Test,Low,10.197.25.155,Retired
6556,8,CLO-008-06556,CloudVM,Prod,Low,10.8.25.156,Active
6557,134,SER-134-06557,Server,Prod,Low,10.134.25.157,Active
6558,17,SWI-017-06558,Switch,Prod,Low,10.17.25.158,Active
6559,64,FIR-064-06559,Firewall,Test,Medium,FIR-064-06559,Active
6560,8,DAT-008-06560,Database,Dev,Low,10.8.25.160,Retired
6561,76,SWI-076-06561,Switch,Test,Low,10.76.25.161,Retired
6562,44,ROU-044-06562,Router,Staging,Medium,10.44.25.162,Active
6563,2,CLO-002-06563,CloudVM,Test,High,10.2.25.163,Retired
6564,84,FIR-084-06564,Firewall,Dev,Low,10.84.25.164,Active
6565,191,SWI-191-06565,Switch,Dev,Medium,10.191.25.165,Active
6566,29,ROU-029-06566,Router,Prod,Low,10.29.25.166,Retired
6567,7,ROU-007-06567,Router,Dev,Low,10.7.25.167,Active
6568,200,ROU-200-06568,Router,Staging,Medium,10.200.25.168,Active
6569,53,CLO-053-06569,CloudVM,Test,Medium,10.53.25.169,Active
6570,163,ROU-163-06570,Router,Test,High,10.163.25.170,Planned
6571,9,SWI-009-06571,Switch,Test,Medium,SWI-009-06571,Active
6572,94,SWI-094-06572,Switch,Staging,Medium,10.94.25.172,Retired
6573,71,DAT-071-06573,Database,Staging,Low,DAT-071-06573,Active
6574,101,ROU-101-06574,Router,Staging,High,ROU-101-06574,Active
6575,103,ROU-103-06575,Router,Prod,Medium,ROU-103-06575,Retired
6576,44,CLO-044-06576,CloudVM,Staging,Medium,CLO-044-06576,Active
6577,67,WEB-067-06577,WebApp,Dev,High,10.67.25.177,Retired
6578,29,SWI-029-06578,Switch,Dev,High,SWI-029-06578,Active
6579,46,WOR-046-06579,Workstation,Dev,Low,WOR-046-06579,Active
6580,98,WOR-098-06580,Workstation,Prod,Medium,10.98.25.180,Active
6581,31,WOR-031-06581,Workstation,Dev,Medium,10.31.25.181,Active
